,property_type,property_subtype,immo_code,location,postcode,province,region,price,address,energy_class,primary_energy_consumption,furnished,terrace,terrace_surface,plot_surface,living_room_surface,frontages,construction_year,building_condition,bedrooms,bathrooms,shower_rooms,office,toilets,kitchen_type,heating_type,price_orig
2026,house,house,10661921,qui%C3%89vrain,7380,Hainaut,Wallonia,100000,"Rue de l'Eglise, 1",G,575,0,0,0,47,0,3,0,0,2,0,1,0,0,0,Electric,€100000
2027,house,house,10661920,boussu,7300,Hainaut,Wallonia,100000,"Rue de l'Eglise, 1",F,460,0,1,0,410,0,2,0,To renovate,2,1,0,0,0,0,Gas,€100000
2028,house,house,10661914,p%C3%82turages,7340,Hainaut,Wallonia,130000,"Rue de l'Eglise, 1",E,379,0,0,0,210,0,3,0,To renovate,3,1,0,0,0,0,Gas,€130000
2030,apartment,flat-studio,10661908,saint-gilles,1060,Brussels Hoofdstedelijk Gewest,Brussels,145000,Rue Washington 128b,G,455,1,0,0,0,0,2,0,Good,0,0,1,0,1,Installed,Gas,€145000
2031,house,house,10661896,brugge,8000,West-Vlaanderen,Flanders,349000,Brugse Steenweg 170,B,133,0,1,0,150,30,0,0,Good,3,1,0,0,1,0,Gas,€349000
2032,apartment,apartment,10661894,fleron,4620,Liï¿½ge,Wallonia,455000,Boulevard d'Avroy 19,B,103,1,0,0,0,54,0,2014,As new,4,4,0,0,3,Installed,0,€455000
2033,house,house,10661893,wijnegem,2110,Antwerpen,Flanders,359000,Korte Nieuwstraat 16,B,195,0,0,0,175,0,2,1935,Good,3,1,1,0,2,Installed,0,€359000
2034,house,house,10661890,mouscron,7700,Hainaut,Wallonia,174900,4 rue du Luxembourg,C,186,0,1,20,0,0,0,0,As new,4,2,0,0,2,0,0,€174900
2035,house,house,10661888,blankenberge,8370,West-Vlaanderen,Flanders,349000,Brugse Steenweg 170,B,139,0,1,0,50,70,0,0,Just renovated,4,3,0,0,3,0,Gas,€349000
2036,apartment,apartment,10661884,mouscron,7700,Hainaut,Wallonia,174900,4 rue du Luxembourg,C,186,0,1,20,0,0,0,0,As new,4,2,0,0,2,0,0,€174900
2039,apartment,apartment,10661870,sint-genesius-rode,1640,Vlaams-Brabant,Flanders,279000,Alsembergsesteenweg 660,C,254,0,1,29,0,0,2,1931,Just renovated,2,1,0,0,1,Installed,Gas,€279000
2040,house,house,10353268,wijer,3850,Limburg,Flanders,469000,"Tegelrijstraat, 46",C,277,0,0,0,2210,0,4,2001,Good,2,1,0,0,2,Installed,Gas,€469000
2041,apartment,apartment,10661867,vottem,4041,Liï¿½ge,Wallonia,230000,"rue De Huy, 273",A,83,0,0,0,0,0,0,0,As new,2,0,1,0,1,0,Gas,€230000
2043,apartment,duplex,10661861,ixelles,1050,Brussels Hoofdstedelijk Gewest,Brussels,850000,Chaussée de la Hulpe 166,E,227,0,1,115,0,44,2,1899,Just renovated,4,2,0,1,2,Installed,Gas,€850000
2044,house,house,10661860,mechelen,2800,Antwerpen,Flanders,298500,Raghenoplein 15 B4,C,217,0,0,0,70,0,2,0,Good,3,1,0,0,0,0,Gas,€298500
2045,house,house,10635664,roeselare,8800,West-Vlaanderen,Flanders,175000,Noordstraat 4,D,382,0,1,0,259,0,2,0,To renovate,2,1,0,0,1,Not installed,Gas,€175000
2046,house,house,10641432,ronse,9600,Oost-Vlaanderen,Flanders,335000,Abeelstraat 9A,D,323,0,0,0,0,0,2,1935,As new,4,2,0,0,2,Installed,Gas,€335000
2047,house,town-house,10661855,loverval,6280,Hainaut,Wallonia,240000,Place du Centre 2,D,256,0,1,52,205,33,3,1963,As new,3,1,0,0,1,Installed,Gas,€240000
2049,apartment,apartment,10661841,namur,5000,Namur,Wallonia,165000,Avenue du Bourgmestre Jean Materne 96/1,G,540,0,1,0,0,0,3,1974,Good,2,1,1,0,1,Not installed,Gas,€165000
2050,house,house,10661837,uccle,1180,Brussels Hoofdstedelijk Gewest,Brussels,1625000,Avenue du Pesage 10,G,376,0,1,40,620,60,3,1964,Just renovated,6,4,0,1,5,Installed,Fuel oil,€1625000
2051,house,villa,10661834,wakken,8720,West-Vlaanderen,Flanders,597950,Izegemstraat 355,C,249,0,1,0,985,0,4,1981,As new,4,0,0,1,0,0,Fuel oil,€597950
2052,house,house,10661833,wakken,8720,West-Vlaanderen,Flanders,597950,Izegemstraat 355,C,249,0,1,0,985,0,4,1981,As new,4,0,0,1,0,0,Fuel oil,€597950
2053,house,house,10661832,ronse,9600,Oost-Vlaanderen,Flanders,167950,Izegemstraat 355,F,592,0,0,0,80,0,2,0,Good,2,0,0,0,0,0,Gas,€167950
2054,house,house,10661830,kortrijk,8500,West-Vlaanderen,Flanders,162000,Izegemstraat 355,F,667,0,1,0,139,0,2,1937,0,2,0,0,0,0,0,0,€162000
2055,house,house,10661829,gavere,9890,Oost-Vlaanderen,Flanders,367500,Sint-Denijslaan 1,A,1,0,1,9,200,24,2,2021,As new,3,2,0,1,3,Hyper equipped,Gas,€367500
2056,house,house,10661828,gavere,9890,Oost-Vlaanderen,Flanders,357500,Sint-Denijslaan 1,A,1,0,1,9,195,22,2,2021,As new,3,2,0,1,3,Hyper equipped,Gas,€357500
2057,house,house,10661827,gavere,9890,Oost-Vlaanderen,Flanders,362500,Sint-Denijslaan 1,A,1,0,1,9,198,25,3,2021,As new,3,2,0,1,3,Hyper equipped,Gas,€362500
2058,house,house,10661824,godinne,5530,Namur,Wallonia,269000,Chaussée de Dinant 39,E,373,0,0,0,529,27,4,1965,0,3,0,1,0,1,Semi equipped,Fuel oil,€269000
2060,house,house,10606437,kozen,3850,Limburg,Flanders,669000,Sint-Laurentuisstraat 50D,B,121,0,0,0,9540,0,4,2008,0,5,2,0,0,3,Hyper equipped,0,€669000
2061,house,house,10661818,li%C3%A8ge,4020,Liï¿½ge,Wallonia,259000,Chemin du Carmel 6B,F,457,0,1,25,300,25,3,0,Just renovated,2,1,0,0,1,Semi equipped,Gas,€259000
2063,apartment,ground-floor,10661809,etterbeek,1040,Brussels Hoofdstedelijk Gewest,Brussels,195000,Av. Reine Astrid 280/5,G,561,1,0,0,0,10,2,1947,As new,1,1,1,0,1,USA hyper equipped,Gas,€195.000
2064,house,house,10552511,seraing,4100,Liï¿½ge,Wallonia,90000,Rue des Fories 2,F,498,0,1,12,160,0,2,0,To renovate,2,1,0,0,1,0,Wood,€90000
2065,apartment,apartment,10661807,berchem,2600,Antwerpen,Flanders,275000,Sint Goriksplein 8/11,C,251,0,1,0,0,0,0,0,Good,2,0,0,0,1,Semi equipped,Fuel oil,€275000
2066,house,villa,10661806,theux,4910,Liï¿½ge,Wallonia,595000,"Avenue du chêne, 177",C,182,0,1,120,1200,55,4,2006,Good,4,1,0,0,2,Installed,Fuel oil,€595000
2067,apartment,apartment,10661805,etterbeek,1040,Brussels Hoofdstedelijk Gewest,Brussels,1490000,Avenue Legrand 30,D,197,0,1,6,0,0,2,1930,Just renovated,4,3,2,1,0,Hyper equipped,Fuel oil,€1490000
2068,house,house,10661800,zwalm,9630,Oost-Vlaanderen,Flanders,475000,Stationsstraat 76,D,398,0,0,0,1600,0,4,1996,Good,3,1,0,0,1,0,Wood,€475000
2069,house,house,10661799,asper,9890,Oost-Vlaanderen,Flanders,325000,Stationsstraat 76,D,375,0,1,0,399,0,3,0,Good,4,1,0,0,2,0,Fuel oil,€325000
2070,house,house,10661793,oostende,8400,West-Vlaanderen,Flanders,640000,Zeedijk 115,A,38,0,0,0,387,32,4,2023,Good,0,1,0,0,2,0,0,€640000
2072,house,house,10661789,harelbeke,8530,West-Vlaanderen,Flanders,375000,Vierkeerstraat 2 bus 2,B,115,0,0,0,551,27,3,2007,Good,3,1,0,0,2,0,Gas,€375000
2074,house,house,10351353,tienen,3300,Vlaams-Brabant,Flanders,189000,Menegaard 24,F,575,0,1,6,310,14,2,0,To renovate,4,1,0,0,1,0,Gas,€189000
2075,house,house,10661782,de%20pinte,9840,Oost-Vlaanderen,Flanders,595000,Kortrijksesteenweg 19,F,599,0,0,0,1290,0,4,1986,Good,2,1,0,0,0,0,Electric,€595000
2076,house,house,10661781,gent,9000,Oost-Vlaanderen,Flanders,1045000,Kortrijksesteenweg 19,D,313,0,0,0,159,0,2,1872,Good,4,2,0,0,0,0,Fuel oil,€1045000
2077,house,house,10661774,tongeren,3700,Limburg,Flanders,219000,"Abeelplein, 15",F,917,0,1,47,207,0,3,1951,Good,4,1,0,0,0,Semi equipped,Gas,€219000
2078,house,house,10661773,mouscron,7700,Hainaut,Wallonia,115000,Rue de Courtrai 14,D,340,0,1,0,90,0,2,0,To be done up,3,1,0,0,1,0,Gas,€115000
2080,apartment,apartment,10661767,turnhout,2300,Antwerpen,Flanders,269000,PARKLAAN 46,A,38,0,1,5,0,0,0,2017,Good,2,1,0,0,1,0,0,€269000
2081,house,house,10661766,oud-turnhout,2360,Antwerpen,Flanders,395000,PARKLAAN 46,E,422,0,0,0,2000,60,4,1971,To renovate,5,2,0,1,2,0,Fuel oil,€395000
2082,apartment,apartment,10661763,wilrijk,2610,Antwerpen,Flanders,233000,Sint-Jansvliet 5,D,327,0,1,3,0,0,2,1967,Good,3,1,0,0,1,Installed,Gas,€233000
2084,house,villa,10639388,schoten,2900,Antwerpen,Flanders,748000,Turnhoutsebaan 328,C,267,0,0,0,1440,37,4,1963,Good,5,1,0,0,2,0,Gas,€748000
2085,house,house,10661755,brugge,8000,West-Vlaanderen,Flanders,249000,"Gemeenteplein, 1a",D,375,0,0,0,40,0,4,1900,Good,2,1,0,0,2,0,0,€249000
2086,house,house,10661752,assebroek,8310,West-Vlaanderen,Flanders,350000,Gistelsesteenweg 291,D,391,0,1,0,430,0,4,1989,Good,3,0,0,0,2,0,Electric,€350000
2087,house,mixed-use-building,10661751,grimbergen,1853,Vlaams-Brabant,Flanders,895000,Gistelsesteenweg 291,B,167,0,1,0,355,0,0,1928,To be done up,5,4,0,0,0,0,Gas,€895000
2089,house,house,10661746,maldegem,9991,Oost-Vlaanderen,Flanders,345000,Zomerlaan 1,F,768,0,0,0,766,0,4,1970,To renovate,3,1,0,0,1,0,Gas,€345000
2090,house,house,10661745,zeebrugge,8380,West-Vlaanderen,Flanders,329000,Knokkestraat 24,C,257,0,0,0,160,0,3,0,0,2,1,0,0,1,Installed,0,€329000
2091,apartment,apartment,10661744,veurne,8630,West-Vlaanderen,Flanders,199000,Langestraat 62,B,158,0,0,0,0,27,3,1998,Good,2,1,0,0,1,Installed,0,€199000
2092,house,house,10661743,brugge,8000,West-Vlaanderen,Flanders,479000,Leopold I Laan 132,B,130,0,0,0,600,0,0,1998,0,4,0,0,0,2,0,0,€479000
2093,house,house,10661738,bredene,8450,West-Vlaanderen,Flanders,360000,Leopold I plein 9,B,150,0,1,90,225,0,4,1996,Good,3,1,0,0,2,0,Gas,€360000
2094,apartment,apartment,10661736,oostende,8400,West-Vlaanderen,Flanders,225000,Leopold I plein 9,C,202,0,1,60,0,30,0,1967,Good,1,1,0,0,1,0,Fuel oil,€225000
2095,house,house,10661735,lochristi,9080,Oost-Vlaanderen,Flanders,299000,Pauwstraat 24,E,419,0,1,0,613,0,4,0,0,1,1,0,1,1,0,0,€299000
2096,apartment,new-real-estate-project-apartments,10661721,mons,7000,Hainaut,Wallonia,299000,Rue du fond Cattelain 1 bt1,B,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€299000
2097,house,new-real-estate-project-houses,10661712,mons,7000,Hainaut,Wallonia,387000,Rue du fond Cattelain 1 bt1,B,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€387000
2098,apartment,apartment,10661708,merksem,2170,Antwerpen,Flanders,199000,"Fruithoflaan, 1",B,189,0,1,14,0,38,0,1975,To be done up,2,1,0,0,1,Semi equipped,Fuel oil,€199000
2099,house,house,10480569,hamme,9220,Oost-Vlaanderen,Flanders,245000,Damstraat 128,F,532,0,0,0,267,0,2,0,To renovate,4,1,1,0,2,Installed,Gas,€245000
2100,apartment,apartment,10661705,etterbeek,1040,Brussels Hoofdstedelijk Gewest,Brussels,449000,Place St Pierre 3,B,82,0,1,3,0,25,2,1918,As new,2,1,0,0,1,0,Gas,€449000
2101,house,house,10661699,seraing,4102,Liï¿½ge,Wallonia,210000,Rue de Herve 70,D,324,0,1,40,105,26,2,0,Just renovated,4,2,2,0,2,Installed,Fuel oil,€210000
2102,house,mansion,10661698,antwerpen,2018,Antwerpen,Flanders,750000,Anselmostraat 42/A,D,372,0,1,0,175,0,2,0,To be done up,6,1,0,0,0,0,Gas,€750000
2103,house,villa,10661696,waregem,8790,West-Vlaanderen,Flanders,695000,"Roterijstraat, 202",E,487,0,1,0,1500,0,4,1987,To be done up,3,2,0,0,2,Semi equipped,Electric,€695000
2104,house,villa,10661695,de%20pinte,9840,Oost-Vlaanderen,Flanders,365000,"Roterijstraat, 202",F,576,0,0,0,866,0,4,1971,0,3,1,0,0,1,Semi equipped,Gas,€365000
2105,house,exceptional-property,10661691,gent,9000,Oost-Vlaanderen,Flanders,548000,Dampoortstraat 41,E,447,0,1,49,127,19,2,0,Good,3,1,0,0,2,Installed,Gas,€548000
2111,house,house,10661653,braine-le-comte,7090,Hainaut,Wallonia,250000,Rue De Mons 46,E,383,0,1,5,0,25,2,0,Good,3,1,0,0,2,Semi equipped,Gas,€250000
2112,house,house,10661652,braine-le-comte,7090,Hainaut,Wallonia,200000,Rue De Mons 46,F,481,0,1,30,246,50,2,0,Good,2,1,0,0,2,Installed,Gas,€200000
2113,apartment,apartment,10661651,de%20haan,8420,West-Vlaanderen,Flanders,82900,Franchommelaan 90,D,395,1,0,0,0,0,2,1958,Good,1,1,0,0,1,Installed,Electric,€82900
2114,apartment,apartment,10631982,rebecq,1430,Brabant wallon,Wallonia,95000,Rue De Mons 46,C,188,0,0,0,0,23,0,0,To renovate,3,1,0,0,2,Semi equipped,Gas,€95000
2115,house,house,10661649,bredene,8450,West-Vlaanderen,Flanders,369000,Wapenplein 9,A,58,0,1,0,237,38,2,2014,Good,3,1,0,0,2,Installed,0,€369000
2116,house,house,10631981,rebecq,1430,Brabant wallon,Wallonia,95000,Rue De Mons 46,C,188,0,0,0,0,23,0,0,To renovate,3,1,0,0,2,Semi equipped,Gas,€95000
2117,house,house,10661647,roeselare,8800,West-Vlaanderen,Flanders,209000,Plaats 2,D,387,0,0,0,128,0,2,0,Good,2,1,0,0,0,0,0,€209000
2118,house,house,10527030,ville-pommeroeul,7322,Hainaut,Wallonia,330000,Grand Place 14,E,341,0,0,0,940,36,3,0,0,3,1,0,0,1,Installed,Fuel oil,€330000
2119,house,house,10661645,oostende,8400,West-Vlaanderen,Flanders,389000,Jozef II straat 45,C,300,0,1,0,488,0,0,1981,0,3,0,0,0,2,Installed,Gas,€389000
2120,apartment,duplex,10661643,de%20panne,8660,West-Vlaanderen,Flanders,234500,DYNASTIELAAN 2,A,88,0,1,20,0,0,2,2003,0,2,1,0,0,2,Installed,0,€234500
2121,apartment,apartment,10661640,hoevenen,2940,Antwerpen,Flanders,219000,Britselei 42,C,223,0,1,2,0,42,2,0,Good,2,1,0,0,0,Hyper equipped,Gas,€219000
2122,house,house,10661639,antwerp,2040,Antwerpen,Flanders,217000,Britselei 42,F,1395,0,1,20,0,30,4,0,Good,2,1,0,0,0,Semi equipped,0,€217000
2123,house,house,10661637,angleur,4031,Liï¿½ge,Wallonia,229000,Rue Vaudrée 247,G,613,0,0,0,0,32,2,0,To renovate,5,1,0,1,0,0,Gas,€229000
