,property_type,property_subtype,immo code,Location,Postcode,Province,Region,Price,Address,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Bedrooms,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,Price_orig
4862,house,house,10653951,wevelgem,8560,West-Vlaanderen,Flanders,279000,Plein 30 A,C,223.0,0,1,20,319,0,2,1980,To be done up,4,1,1,1,0,USA hyper equipped,Electric,€279000
4863,house,country-cottage,10653950,libramont-chevigny,6800,Luxembourg,Wallonia,375000,Avenue de Longwy 340,E,405.0,0,0,0,1780,0,4,0,To be done up,4,1,0,0,3,Installed,Fuel oil,€375000
4864,apartment,apartment-block,10653949,antwerp,2060,Antwerpen,Flanders,209000,Antwerpsestraat 292,F,514.0,0,0,0,102,0,0,1902,Good,4,2,0,0,2,0,Electric,€209000
4865,house,villa,10653947,nijlen,2560,Antwerpen,Flanders,1095000,Koningsplein 5,A,88.0,0,1,0,1495,50,4,2012,0,5,2,0,1,4,Hyper equipped,0,€1095000
4866,apartment,apartment,10653946,forest,1190,Brussels Hoofdstedelijk Gewest,Brussels,269000,Avenue de la chasse 159,F,305.0,0,1,5,0,20,2,1931,Good,2,1,1,0,1,Not installed,0,€269000
4868,apartment,apartment,10653941,ixelles,1050,Brussels Hoofdstedelijk Gewest,Brussels,265000,Clos des Chêneaux 18A,C,142.0,0,0,0,0,0,0,1937,As new,1,1,0,0,1,Installed,Gas,€265000
4869,apartment,apartment-block,10653939,gomz%C3%A9-andoumont,4140,Liï¿½ge,Wallonia,1400000,Place Communale 3,C,212.0,0,0,0,36724,81,4,0,0,16,5,5,1,6,0,0,€1400000
4870,house,castle,10653935,gomz%C3%A9-andoumont,4140,Liï¿½ge,Wallonia,1400000,Place Communale 3,C,212.0,0,0,0,36724,81,4,0,0,16,5,5,1,6,0,0,€1400000
4871,apartment,new-real-estate-project-apartments,10653924,bruxelles,1120,Brussels Hoofdstedelijk Gewest,Brussels,324900,Boulevard de la Woluwe 62 boîte 3,B,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€324900
4872,apartment,apartment-block,10653922,tilff,4130,Liï¿½ge,Wallonia,650000,"Avenue Laboulle, 32",D,338.0,0,0,0,136,0,3,0,Good,5,5,5,0,6,Semi equipped,Electric,€650000
4873,apartment,apartment,10653921,knokke-heist,8300,West-Vlaanderen,Flanders,1295000,Albert plein 10,B,198.0,1,1,0,0,0,2,0,As new,3,2,2,0,2,USA hyper equipped,0,€1295000
4874,house,villa,10653919,knokke-heist,8300,West-Vlaanderen,Flanders,3890000,Albert plein 10,F,591.0,0,1,0,924,0,4,1936,To renovate,3,1,1,0,3,Installed,0,€3890000
4875,house,exceptional-property,10653918,knokke,8300,West-Vlaanderen,Flanders,715000,Albert plein 10,C,229.0,0,1,0,0,0,2,0,Good,3,2,1,0,3,Hyper equipped,Gas,€715000
4876,house,villa,10653912,woluwe-saint-pierre,1150,Brussels Hoofdstedelijk Gewest,Brussels,1050000,"Val des Seigneurs, 9a",G,684.0,0,1,12,592,45,4,1970,As new,4,1,1,1,2,Hyper equipped,Gas,€1050000
4877,house,house,10653910,woluwe-saint-pierre,1150,Brussels Hoofdstedelijk Gewest,Brussels,845000,"Val des Seigneurs, 9a",E,274.0,0,1,15,248,50,2,1959,To renovate,5,2,0,0,2,Installed,0,€845000
4878,house,house,10653909,woluwe-saint-pierre,1150,Brussels Hoofdstedelijk Gewest,Brussels,1040000,"Val des Seigneurs, 9a",F,325.0,0,1,12,325,24,3,1962,As new,5,3,0,1,4,Hyper equipped,Fuel oil,€1040000
4879,apartment,duplex,10653908,woluwe-saint-pierre,1150,Brussels Hoofdstedelijk Gewest,Brussels,40000,"Val des Seigneurs, 9a",D,177.0,0,1,18,0,35,2,2007,As new,2,2,0,0,3,Installed,Gas,€40000.
4880,house,villa,10653907,oud-turnhout,2360,Antwerpen,Flanders,1650000,Grote Markt 22,B,139.0,0,1,0,2115,0,4,2006,As new,5,3,0,0,0,0,Gas,€1650000
4881,house,villa,10653906,turnhout,2300,Antwerpen,Flanders,649000,Grote Markt 22,C,216.0,0,1,0,834,48,4,1973,Good,5,2,0,1,3,USA hyper equipped,Gas,€649000
4882,house,house,10653904,essen,2910,Antwerpen,Flanders,439000,Heidestatiestraat 26,C,298.0,0,1,0,626,40,3,1980,0,5,2,0,0,0,0,Gas,€439000
4883,apartment,apartment,10653901,antwerp,2018,Antwerpen,Flanders,524000,Leopoldstraat 77,B,131.0,0,1,6,0,40,4,1961,As new,3,2,0,0,2,USA hyper equipped,Fuel oil,€524000
4884,apartment,new-real-estate-project-apartments,10653894,kraainem,1950,Vlaams-Brabant,Flanders,995000,Chaussée de Waterloo 1382,A,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€995000
4885,house,house,10653888,vielsalm,6690,Luxembourg,Wallonia,149000,Rue de Herve 659,F,460.0,0,0,0,427,0,3,0,To renovate,3,1,0,0,0,Not installed,Fuel oil,€149000
4886,apartment,apartment,10653886,antwerp,2100,Antwerpen,Flanders,189000,Goedehoopstraat 21,B,132.0,0,0,0,0,0,2,1962,0,2,1,0,0,0,Installed,Gas,€189000
4887,apartment,apartment,10653885,antwerpen%20deurne,2100,Antwerpen,Flanders,165000,Goedehoopstraat 21,C,223.0,0,0,0,0,0,2,0,0,2,1,0,0,0,Installed,0,€165000
4888,apartment,apartment,10653884,antwerp,2000,Antwerpen,Flanders,310000,Goedehoopstraat 21,C,211.0,0,0,0,0,0,2,0,0,2,1,0,0,0,Hyper equipped,Gas,€310000
4889,apartment,apartment,10653881,ixelles,1050,Brussels Hoofdstedelijk Gewest,Brussels,275000,"Avenue des Cerisiers, 212",G,455.0,0,0,0,0,34,2,1900,Good,1,1,1,0,1,Installed,Gas,€275000
4890,apartment,apartment,10653880,woluwe-saint-pierre,1150,Brussels Hoofdstedelijk Gewest,Brussels,287000,"Avenue des Cerisiers, 212",D,191.0,0,1,2,0,25,2,1967,Good,2,1,1,0,1,Installed,Gas,€287000
4891,apartment,apartment,10653879,woluwe-saint-lambert,1200,Brussels Hoofdstedelijk Gewest,Brussels,320000,"Avenue des Cerisiers, 212",D,195.0,0,1,19,0,28,2,1964,To be done up,3,1,0,0,1,Installed,Gas,€320000
4892,apartment,apartment,10653878,bruxelles,1000,Brussels Hoofdstedelijk Gewest,Brussels,275000,"Avenue des Cerisiers, 212",G,455.0,0,0,0,0,34,2,1900,Good,1,1,1,0,1,Installed,Gas,€275000
4893,house,house,10653877,auderghem,1160,Brussels Hoofdstedelijk Gewest,Brussels,750000,"Avenue des Cerisiers, 212",E,218.0,0,1,20,0,16,2,1928,Good,6,2,1,0,3,Installed,Gas,€750000.
4894,house,house,10653876,evere,1140,Brussels Hoofdstedelijk Gewest,Brussels,320000,"Avenue des Cerisiers, 212",G,599.0,0,1,10,0,0,2,1946,To renovate,4,1,1,0,2,Not installed,0,€320000
4903,house,villa,10653860,kuurne,8520,West-Vlaanderen,Flanders,425000,Den Triangel 2,C,287.0,0,1,0,521,0,4,1988,Just renovated,4,1,0,0,1,Hyper equipped,Gas,€425000
4904,house,mixed-use-building,10653859,trooz,4870,Liï¿½ge,Wallonia,119000,Grand rue 191,F,456.0,0,0,0,315,35,2,0,To renovate,3,1,1,1,1,Not installed,Gas,€119000
4905,house,house,10653858,trooz,4870,Liï¿½ge,Wallonia,79000,Grand rue 191,F,510.0,0,0,0,64,27,2,1925,To renovate,3,1,1,1,1,Not installed,0,€79000
4906,apartment,apartment,10653854,bruxelles,1120,Brussels Hoofdstedelijk Gewest,Brussels,289900,Avenue Baron Albert d'Huart 130,B,62.0,0,1,5,0,33,3,2023,As new,2,1,1,0,1,USA hyper equipped,0,€289900
4907,apartment,duplex,10653853,bruxelles,1120,Brussels Hoofdstedelijk Gewest,Brussels,279900,Avenue Baron Albert d'Huart 130,B,62.0,0,1,4,0,33,3,2023,As new,2,2,1,0,1,USA hyper equipped,0,€279900
4908,house,house,10653852,woluwe-saint-pierre,1150,Brussels Hoofdstedelijk Gewest,Brussels,695000,Avenue Baron Albert d'Huart 130,D,186.0,0,1,10,190,20,2,1930,As new,3,2,2,0,3,Hyper equipped,Gas,€695000
4909,apartment,duplex,10653851,bruxelles,1120,Brussels Hoofdstedelijk Gewest,Brussels,299900,Avenue Baron Albert d'Huart 130,B,78.0,0,1,6,0,30,3,2023,As new,3,2,1,0,1,USA hyper equipped,0,€299900
4910,apartment,apartment,10653850,bruxelles,1120,Brussels Hoofdstedelijk Gewest,Brussels,224900,Avenue Baron Albert d'Huart 130,B,62.0,0,1,4,0,28,3,2023,As new,1,1,0,0,1,USA hyper equipped,0,€224900
4911,apartment,penthouse,10653849,evere,1140,Brussels Hoofdstedelijk Gewest,Brussels,462000,Avenue Baron Albert d'Huart 130,C,108.0,0,1,17,0,38,2,2023,As new,3,1,1,0,1,USA hyper equipped,Gas,€462000
4912,apartment,apartment-block,10653848,woluwe-saint-pierre,1150,Brussels Hoofdstedelijk Gewest,Brussels,2200000,Avenue Baron Albert d'Huart 130,E,257.0,0,1,0,927,42,3,1988,Good,12,6,3,0,9,0,Gas,€2200000
4913,apartment,apartment,10653846,anderlecht,1070,Brussels Hoofdstedelijk Gewest,Brussels,310000,Chaussée de Gand 331,B,78.0,1,1,16,0,28,2,2018,As new,1,1,1,1,1,Installed,Gas,€310000
4914,house,house,10653845,anderlecht,1070,Brussels Hoofdstedelijk Gewest,Brussels,535000,Chaussée de Gand 331,F,345.0,1,1,25,268,25,2,1924,Good,4,2,2,0,3,Installed,Gas,€535000
4915,apartment,apartment,10653844,anderlecht,1070,Brussels Hoofdstedelijk Gewest,Brussels,215000,Chaussée de Gand 331,D,190.0,0,1,10,0,23,2,1992,As new,2,1,1,0,1,Hyper equipped,Gas,€215000
4917,apartment,apartment,10564455,anderlecht,1070,Brussels Hoofdstedelijk Gewest,Brussels,185000,Chaussée de Gand 331,G,483.0,0,0,0,0,0,2,1950,Good,1,1,1,0,1,Semi equipped,Gas,€185000
4918,apartment,apartment,10564456,anderlecht,1070,Brussels Hoofdstedelijk Gewest,Brussels,185000,Chaussée de Gand 331,D,190.0,0,0,0,0,0,2,1950,Good,1,1,1,0,1,Semi equipped,Gas,€185000
4919,house,villa,10472348,liege,4000,Liï¿½ge,Wallonia,650000,Rue Bonne Fortune 9,G,542.0,0,1,0,730,0,4,1911,To be done up,7,2,1,0,3,Installed,Gas,€650000
4920,house,house,10653839,mol,2400,Antwerpen,Flanders,385000,Graatakker 91,B,139.0,1,1,0,406,0,3,2001,0,4,1,0,0,2,USA hyper equipped,Gas,€385000
4921,house,house,10498664,turnhout,2300,Antwerpen,Flanders,449000,Graatakker 91,B,174.0,0,1,0,1186,50,4,1994,As new,4,1,0,0,2,Hyper equipped,Gas,€449000
4922,house,house,10653834,etterbeek,1040,Brussels Hoofdstedelijk Gewest,Brussels,1085000,Rue Belliard 200,F,328.0,0,1,0,0,16,2,1890,Good,5,3,3,1,4,Hyper equipped,Gas,€1085000
4923,house,house,10653832,sint-gillis-waas,9170,Oost-Vlaanderen,Flanders,590000,"Dorpsstraat, 21",B,151.0,0,1,25,615,0,4,1998,Good,3,1,0,0,2,Installed,Gas,€590000
4924,house,house,10653831,stekene,9190,Oost-Vlaanderen,Flanders,325000,"Dorpsstraat, 21",D,351.0,0,1,30,571,35,4,2003,Good,3,1,0,0,2,Installed,0,€325000
4925,house,house,10653829,bredene,8450,West-Vlaanderen,Flanders,184800,Koning Albert 1 - laan 207,E,432.0,0,1,30,88,16,2,2001,Good,2,1,1,0,2,Installed,Electric,€184800
4926,apartment,new-real-estate-project-apartments,10653823,waterloo,1410,Brabant wallon,Wallonia,540000,Av. Reine Astrid 215,A+,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€540000
4927,house,house,10653820,uccle,1180,Brussels Hoofdstedelijk Gewest,Brussels,89293,Avenue Louis Lepoutre 109,E,254.0,0,1,14,160,22,2,1956,As new,2,2,2,0,2,USA hyper equipped,Gas,€892.93
4928,apartment,apartment,10653804,antwerp,2100,Antwerpen,Flanders,210000,Museumstraat 50,B,140.0,0,1,12,0,0,2,1976,Good,2,1,0,0,1,Installed,Gas,€210000
4929,apartment,apartment,10653803,mechelen,2800,Antwerpen,Flanders,559000,Korenmarkt 8,A,30.0,0,1,12,0,0,0,2023,0,3,1,0,0,0,0,Gas,€559000
4930,house,house,10653801,balegem,9860,Oost-Vlaanderen,Flanders,299000,Langevelddreef 60,F,1150.0,0,0,0,418,0,0,1936,To renovate,4,1,0,0,0,Semi equipped,0,€299000
4931,house,house,10653796,gentbrugge,9050,Oost-Vlaanderen,Flanders,149000,Alphonse Claeys-Bouüaertlaan 57/001,F,662.0,0,1,0,45,0,0,0,0,2,1,0,0,1,0,0,€149.000.
4932,house,villa,10653794,sint-kruis,8310,West-Vlaanderen,Flanders,600000,Scheepsdalelaan 31,E,414.0,0,0,0,1210,0,0,1961,As new,4,2,0,0,0,Installed,Gas,€600000
4933,house,country-cottage,10653792,bellegem,8510,West-Vlaanderen,Flanders,1050000,Jan Palfijnstraat 1A,D,370.0,0,0,0,1952,0,0,0,Just renovated,4,0,0,0,0,0,0,€1050000
4934,apartment,apartment,10653789,knokke,8300,West-Vlaanderen,Flanders,635000,Lippenslaan 201,B,104.0,1,1,0,0,0,2,1980,Just renovated,3,2,2,0,1,Hyper equipped,Gas,€635000
4935,apartment,apartment,10653788,knokke,8300,West-Vlaanderen,Flanders,1400000,Lippenslaan 201,E,473.0,0,1,0,0,0,2,1964,As new,2,2,2,0,1,Installed,Gas,€1400000
4937,apartment,apartment,10653784,nieuwpoort,8620,West-Vlaanderen,Flanders,414000,R. Orlentpromenade 13/00.01,B,114.0,1,1,0,0,0,0,2016,0,2,2,0,0,0,Hyper equipped,Gas,€414000
4938,house,house,10653780,sint-katelijne-waver,2860,Antwerpen,Flanders,468000,"Uitbreidingstraat 84,",B,108.0,0,0,0,140,52,0,0,0,3,1,0,0,0,Installed,Gas,€468000
4939,house,villa,10653779,gent,9000,Oost-Vlaanderen,Flanders,448000,Hansbekedorp 2A,D,330.0,0,0,0,920,0,0,1990,0,5,1,0,0,0,Installed,Fuel oil,€448000
4940,house,house,10653778,balen,2490,Antwerpen,Flanders,279000,Brasemstraat 8,F,637.0,0,0,0,1157,0,0,1899,To renovate,4,1,0,0,1,0,Gas,€279000
4941,house,house,10653777,tessenderlo,3980,Limburg,Flanders,269000,Brasemstraat 8,F,581.0,0,0,0,422,0,0,1962,To renovate,3,2,0,0,1,0,Fuel oil,€269000
4942,house,house,10653775,ledegem,8880,West-Vlaanderen,Flanders,304000,Gullegemsestraat 79 busB,C,289.0,0,1,0,472,0,0,1955,Just renovated,3,1,0,0,0,0,0,€304000
4943,house,house,10653774,sint-pieters-leeuw,1600,Vlaams-Brabant,Flanders,299000,Bergensesteenweg 273,C,252.0,0,0,0,166,0,0,1950,To be done up,3,1,0,1,0,Semi equipped,0,€299000
4945,house,house,10653772,pittem,8740,West-Vlaanderen,Flanders,320000,Oostrozebeke straat 41,F,969.0,0,0,0,852,0,0,1955,0,3,1,0,0,1,0,0,€320000
4946,house,house,10653770,alken,3570,Limburg,Flanders,449000,Havermarkt 22,B,139.0,0,0,0,746,0,0,2009,As new,3,1,0,1,1,Installed,Gas,€449000
4947,house,house,10653767,kortessem,3720,Limburg,Flanders,249000,Kolonel Dusartplein 21,F,579.0,0,1,34,824,36,0,1972,To renovate,3,1,0,0,1,Installed,Fuel oil,€249000
4948,house,villa,10653762,sint-niklaas,9100,Oost-Vlaanderen,Flanders,572000,Regentiestraat 16,B,113.0,0,0,0,950,0,0,1965,As new,3,0,0,0,0,0,Gas,€572000
4949,house,house,10653760,oostende,8400,West-Vlaanderen,Flanders,349000,Artanlaan 2,E,408.0,0,0,0,376,0,0,1950,To be done up,4,4,0,0,0,0,0,€349000
4950,apartment,apartment,10653759,nieuwpoort,8620,West-Vlaanderen,Flanders,385000,Artanlaan 2,D,316.0,0,1,0,0,0,0,2008,As new,2,2,0,0,1,Installed,Electric,€385000
4951,house,house,10653758,nieuwpoort,8620,West-Vlaanderen,Flanders,345000,Artanlaan 2,B,200.0,1,0,0,90,0,0,1992,As new,3,2,0,0,2,Installed,Gas,€345000
4952,house,house,10653756,oudenaarde,9700,Oost-Vlaanderen,Flanders,248000,Dorp 32 A,C,269.0,0,0,0,72,0,0,0,As new,3,2,0,0,2,0,0,€248000
4955,apartment,apartment,10653746,merksem,2170,Antwerpen,Flanders,187500,"Antwerpsesteenweg, 88",B,146.0,0,1,15,0,0,2,1971,To be done up,2,1,0,0,1,Installed,Gas,€187500
4957,apartment,apartment,10653744,kontich,2550,Antwerpen,Flanders,270000,"Antwerpsesteenweg, 88",B,139.0,0,1,10,0,33,2,2004,To be done up,2,1,1,0,1,Installed,Gas,€270000
4959,house,house,10510795,rotselaar,3110,Vlaams-Brabant,Flanders,449000,Jan Stasstraat 3,F,524.0,0,1,27,1200,0,0,1982,To renovate,3,1,0,0,2,Installed,Electric,€449000
4960,house,house,10483453,houthulst,8650,West-Vlaanderen,Flanders,225000,Wijnendalestraat 151/b,F,575.0,0,1,0,582,0,0,1966,As new,3,1,0,0,1,Installed,0,€225000
4961,apartment,apartment,10653738,hooglede,8830,West-Vlaanderen,Flanders,295000,Wijnendalestraat 151/b,C,209.0,0,1,42,0,0,0,2001,As new,2,1,0,0,1,Hyper equipped,0,€295000
4962,house,house,10653735,mechelen,2800,Antwerpen,Flanders,220000,Mechelbaan 445,D,348.0,0,0,0,0,0,0,0,0,3,1,0,0,1,Installed,Gas,€220000
4964,apartment,apartment,10653731,turnhout,2300,Antwerpen,Flanders,235000,Rubensstraat 147,E,415.0,0,1,9,0,60,2,0,To be done up,4,1,1,0,1,Installed,Gas,€235000
4965,apartment,apartment,10653730,turnhout,2300,Antwerpen,Flanders,235000,Rubensstraat 147,D,310.0,0,0,0,0,60,2,1956,To renovate,4,1,1,0,1,Installed,Gas,€235000
4966,house,house,10653727,somme-leuze,5377,Namur,Wallonia,240000,"En Charotte, 10",G,593.0,0,0,0,1981,0,0,0,To renovate,4,1,0,0,0,0,Fuel oil,€240000
4967,house,house,10653726,manhay,6960,Luxembourg,Wallonia,735000,"En Charotte, 10",D,299.0,0,0,0,7405,0,0,0,As new,5,2,0,0,0,Installed,Fuel oil,€735000
4968,apartment,duplex,10653725,ham,3945,Limburg,Flanders,245000,Lommelsebaan,C,211.0,0,0,0,0,0,3,1991,Good,2,1,0,0,1,0,0,€245000
4969,house,house,10653723,brussegem,1785,Vlaams-Brabant,Flanders,549000,Vrijheidstraat 41,A,45.0,0,1,0,487,45,0,2013,As new,4,1,0,0,2,Hyper equipped,Gas,€549000
4970,house,house,10653719,lendelede,8860,West-Vlaanderen,Flanders,235000,Sint-Janstraat 1,F,1056.0,0,0,0,473,0,0,0,To renovate,4,1,0,0,0,0,0,€235000
4971,house,house,10653718,lendelede,8860,West-Vlaanderen,Flanders,499000,Sint-Janstraat 1,C,249.0,0,0,0,1950,0,0,0,0,5,1,0,0,0,0,Gas,€499000
4972,house,house,10653716,desteldonk,9042,Oost-Vlaanderen,Flanders,270000,Dorp Oost 7,F,1018.0,0,0,0,1091,0,0,1899,0,3,0,0,0,0,Semi equipped,0,€270000
4973,house,house,10653715,herzele,9550,Oost-Vlaanderen,Flanders,485000,Kortrijksesteenweg 241A,F,1075.0,0,0,0,2018,0,0,0,0,10,0,0,0,0,0,0,€485000
4974,house,house,10653714,sint-niklaas,9100,Oost-Vlaanderen,Flanders,350000,Kortrijksesteenweg 241A,F,524.0,0,1,0,740,0,0,0,As new,3,1,0,0,2,Hyper equipped,Gas,€350000
4975,house,house,10653713,gentbrugge,9050,Oost-Vlaanderen,Flanders,475000,Wautersdreef 17,E,457.0,0,1,0,238,0,0,1952,Good,4,2,0,0,2,0,Gas,€475000
4976,house,house,10653712,maldegem,9990,Oost-Vlaanderen,Flanders,349000,Westeindestraat 17,F,769.0,0,0,0,807,0,0,0,To renovate,3,1,0,1,0,0,0,€349000
4977,house,villa,10653711,woluwe-saint-pierre,1150,Brussels Hoofdstedelijk Gewest,Brussels,1150000,Chaussée de Waterloo 1421 bte 1,C,146.0,0,1,20,456,66,3,2006,Good,4,2,1,1,3,USA hyper equipped,Gas,€1150000
4978,house,house,10653710,moerbeke,9180,Oost-Vlaanderen,Flanders,289000,Rechtstraat 289,C,277.0,0,1,25,300,0,2,0,As new,3,1,0,0,0,Hyper equipped,Electric,€289000
4979,house,house,10653708,grembergen,9200,Oost-Vlaanderen,Flanders,269000,Oude Vest 90/1,C,295.0,0,0,0,623,32,0,0,To be done up,4,1,0,0,1,0,0,€269000
4980,house,house,10624849,jambes,5100,Namur,Wallonia,210000,Allée de Menton 11,F,486.0,0,0,0,0,0,3,0,To renovate,4,1,0,0,1,Not installed,Gas,€210000
4981,apartment,apartment,10551850,oostende,8400,West-Vlaanderen,Flanders,190000,Karel Janssenslaan 1,B,142.0,0,1,5,0,26,0,1971,To renovate,2,1,0,0,0,0,Gas,€190000
4982,house,house,10653705,saint-josse-ten-noode,1210,Brussels Hoofdstedelijk Gewest,Brussels,849000,Rue Royale 178,G,498.0,0,0,0,210,42,2,1920,To renovate,7,0,3,0,3,0,0,€849000
4983,apartment,apartment,10653696,bruxelles,1000,Brussels Hoofdstedelijk Gewest,Brussels,200000,Rue Royale 178,C,113.0,1,1,65,0,50,4,2014,As new,2,2,2,1,3,USA hyper equipped,Gas,€200000!)
4984,apartment,apartment,10547373,de%20panne,8660,West-Vlaanderen,Flanders,279000,Zeelaan 94,C,282.0,1,0,0,0,0,0,1992,0,2,1,0,0,1,0,Electric,€279000
4985,apartment,apartment,10653695,oostende,8400,West-Vlaanderen,Flanders,175000,Karel Janssenslaan 1,B,181.0,0,0,0,0,0,0,1970,0,1,0,0,0,0,0,Fuel oil,€175000
4986,apartment,duplex,10653694,molenbeek-saint-jean,1080,Brussels Hoofdstedelijk Gewest,Brussels,200000,Rue Royale 178,E,236.0,0,0,0,0,30,2,1935,Good,3,1,1,0,1,USA hyper equipped,Gas,€200000!)
4987,house,house,10653692,uccle,1180,Brussels Hoofdstedelijk Gewest,Brussels,200000,Rue Royale 178,E,264.0,0,1,12,125,25,2,1926,Good,4,3,3,0,2,USA hyper equipped,0,€200000!)
4988,house,house,10653691,molenbeek-saint-jean,1080,Brussels Hoofdstedelijk Gewest,Brussels,200000,Rue Royale 178,G,538.0,0,1,4,155,26,2,1941,Good,6,2,2,1,2,Hyper equipped,Fuel oil,€200.000!)
4989,house,mixed-use-building,10653690,bruxelles,1020,Brussels Hoofdstedelijk Gewest,Brussels,200000,Rue Royale 178,G,421.0,0,0,0,0,20,2,0,To be done up,4,2,2,0,3,0,0,€200000!)
4990,apartment,apartment,10653689,bruxelles,1000,Brussels Hoofdstedelijk Gewest,Brussels,200000,Rue Royale 178,F,306.0,0,0,0,0,25,2,1964,To be done up,1,1,1,0,1,Semi equipped,Fuel oil,€200000!)
4992,apartment,triplex,10653687,uccle,1180,Brussels Hoofdstedelijk Gewest,Brussels,200000,Rue Royale 178,C,139.0,0,1,3,0,20,2,0,As new,2,2,2,0,1,USA hyper equipped,0,€200000!)
4994,apartment,apartment-block,10653682,molenbeek-saint-jean,1080,Brussels Hoofdstedelijk Gewest,Brussels,200000,Rue Royale 178,F,292.0,0,1,8,140,0,2,0,Good,7,4,4,0,4,USA semi equipped,0,€200000!)
4995,house,mixed-use-building,10653681,molenbeek-saint-jean,1080,Brussels Hoofdstedelijk Gewest,Brussels,200000,Rue Royale 178,G,378.0,0,1,10,65,27,2,0,Good,5,2,2,0,2,USA hyper equipped,0,€200000!)
4997,house,exceptional-property,10653678,bruxelles,1050,Brussels Hoofdstedelijk Gewest,Brussels,4900000,Avenue Legrand 30,E,239.0,0,1,0,685,84,3,0,Good,7,4,0,1,0,Hyper equipped,Gas,€4900000
4998,apartment,apartment,10653677,uccle,1180,Brussels Hoofdstedelijk Gewest,Brussels,990000,Avenue Legrand 30,D,193.0,0,1,12,0,64,2,1962,To renovate,3,3,2,1,4,Installed,Gas,€990000
5000,house,house,10653671,aalst,9300,Oost-Vlaanderen,Flanders,795000,Kleine Vismarkt 2,B,141.0,0,0,0,961,0,4,1999,As new,5,2,0,0,0,Installed,0,€795000
5001,apartment,apartment,10653668,mariakerke,9030,Oost-Vlaanderen,Flanders,299000,Evergemsesteenweg 44A,D,312.0,0,0,0,0,0,2,1977,Good,2,1,0,0,1,Installed,Gas,€299000
5002,house,villa,10369246,ingelmunster,8770,West-Vlaanderen,Flanders,360000,"President Rooseveltplein, 9",D,338.0,0,1,0,1819,0,0,1993,As new,2,1,0,0,1,0,0,€360000
5003,house,villa,10369245,ingelmunster,8770,West-Vlaanderen,Flanders,655000,"President Rooseveltplein, 9",D,335.0,0,1,0,2305,0,0,1949,As new,4,1,0,0,1,0,0,€655000
5004,house,house,10653665,sint-truiden,3800,Limburg,Flanders,389000,Luikersteenweg 54E/004,F,778.0,0,1,16,0,0,0,1965,To renovate,3,2,0,0,2,0,Gas,€389000
5005,house,house,10653662,zelzate,9060,Oost-Vlaanderen,Flanders,219000,Kapellestraat 80,F,848.0,0,0,0,340,0,0,1918,To renovate,3,1,0,0,1,Installed,Electric,€219000
5006,house,house,10653661,desteldonk,9042,Oost-Vlaanderen,Flanders,369000,Kapellestraat 80,D,335.0,0,0,0,287,0,0,1949,Just renovated,2,1,0,1,0,Hyper equipped,Gas,€369000
5007,apartment,apartment,10653659,izegem,8870,West-Vlaanderen,Flanders,499000,Ommegangstraat 10,C,236.0,0,0,0,0,0,0,0,As new,6,3,0,0,0,0,0,€499000
5008,apartment,apartment,10653657,wilrijk,2610,Antwerpen,Flanders,189000,Frans Van Haelenstraat 4b,D,330.0,0,1,7,0,23,0,1951,0,1,1,0,0,1,0,0,€189000
5009,house,house,10653656,willebroek,2830,Antwerpen,Flanders,365000,Frans Van Haelenstraat 4b,C,272.0,0,0,0,323,22,0,1950,0,3,1,0,0,1,0,0,€365000
5010,house,house,10653650,kortemark,8610,West-Vlaanderen,Flanders,139000,Ommegangstraat 4A,C,295.0,0,0,0,88,1,2,0,Good,3,1,0,0,1,0,Gas,€139000
5011,house,house,10653649,zele,9240,Oost-Vlaanderen,Flanders,775000,Smetlede-Dorp 6,B,172.0,0,1,0,1997,0,4,2001,Good,5,2,0,0,3,0,Fuel oil,€775000
5012,house,house,10653648,hulste,8531,West-Vlaanderen,Flanders,235000,Gentseweg 556A,E,431.0,0,0,0,462,0,0,1966,To renovate,3,1,0,0,2,Installed,Gas,€235000
5013,house,house,10653647,ooigem,8710,West-Vlaanderen,Flanders,315000,Gentseweg 556A,B,143.0,0,0,0,504,0,0,1996,Good,4,1,0,0,2,Installed,Gas,€315000
5014,house,house,10608199,wijnegem,2110,Antwerpen,Flanders,315000,Turnhoutsebaan 175,D,361.0,0,0,0,100,0,0,0,0,3,1,0,0,1,Semi equipped,Gas,€315000
